start,wait,tutor_time,wall_time
20/11/2015 11:19,836,885,885
20/11/2015 11:19,886,885,885
20/11/2015 11:19,871,885,885
20/11/2015 11:21,1052,1434,1434
20/11/2015 10:55,147,2821,2821
20/11/2015 11:01,51,810,811
20/11/2015 11:34,259483,2636,2636
20/11/2015 11:34,1036,2636,2636
20/11/2015 12:56,71880,607,3002
20/11/2015 12:56,1198,607,3002
20/11/2015 12:28,1589,850,851
20/11/2015 12:08,658,1237,3447
20/11/2015 12:37,304,1143,1144
20/11/2015 13:16,74,33,2431
20/11/2015 13:16,70,33,2431
20/11/2015 13:18,147,540,540
26/11/2015 10:42,2587,1578,6895
26/11/2015 10:42,2572,1578,6895
24/11/2015 13:37,690401,802,1745
24/11/2015 13:37,3309,802,1745
24/11/2015 13:09,2620,650,3437
24/11/2015 12:42,2929,638,639
24/11/2015 12:42,2923,638,639
24/11/2015 13:20,2913,992,2765
24/11/2015 14:51,2652,25,25
24/11/2015 14:15,1428,1235,1236
24/11/2015 13:51,3320,868,869
24/11/2015 14:26,1467,75,75
24/11/2015 14:52,1802,1531,5657
24/11/2015 14:36,1726,795,795
24/11/2015 14:06,3141,2585,2586
24/11/2015 14:06,3539,2585,2586
24/11/2015 14:39,2152,3771,7908
24/11/2015 14:39,1337,3771,7908
24/11/2015 14:39,8501,3771,7908
24/11/2015 14:39,1774,3771,7908
24/11/2015 14:39,1989,3771,7908
24/11/2015 14:39,1324,3771,7908
24/11/2015 14:10,3640,260,1524
24/11/2015 15:59,2349,568,569
24/11/2015 15:38,1485,353,3278
24/11/2015 15:39,3822,1792,2519
24/11/2015 15:45,2519,774,4507
24/11/2015 15:16,1526,65,65
24/11/2015 15:17,3868,1215,1215
24/11/2015 15:17,4130,543,941
24/11/2015 15:19,1564,819,820
24/11/2015 15:19,3349,819,820
24/11/2015 15:19,1587,819,820
24/11/2015 16:38,2000,2823,2824
24/11/2015 16:17,3376,2576,2577
24/11/2015 16:17,3366,2576,2577
24/11/2015 16:35,7668,39,39
23/11/2015 10:39,1731,991,992
24/11/2015 18:25,6354,71,71
24/11/2015 18:25,6432,71,71
24/11/2015 18:25,6284,71,71
24/11/2015 18:26,5046,44,45
24/11/2015 17:25,4803,24,25
23/11/2015 10:09,747,2886,2886
23/11/2015 10:12,690,961,961
24/11/2015 17:59,5945,32,33
23/11/2015 10:16,895,1311,1311
24/11/2015 17:39,5502,73,73
24/11/2015 17:41,86791,552,553
24/11/2015 17:41,5436,552,553
24/11/2015 17:41,5421,552,553
23/11/2015 10:29,1407,1992,1993
23/11/2015 11:48,221,2780,8137
23/11/2015 11:19,1511,625,5240
23/11/2015 11:22,1446,931,931
23/11/2015 11:24,1437,1380,1380
23/11/2015 10:56,1133,1719,1719
23/11/2015 10:59,1116,1196,1196
23/11/2015 11:17,1525,276,276
23/11/2015 13:07,374,1595,3525
23/11/2015 12:31,1475,5396,5695
23/11/2015 12:06,1257,201,2429
23/11/2015 12:10,671,2170,2194
23/11/2015 12:57,68,875,3134
23/11/2015 13:58,148,1873,8914
23/11/2015 14:02,819,190,191
23/11/2015 13:34,865,1376,1377
23/11/2015 13:34,4154952,1376,1377
23/11/2015 14:04,405,2941,2941
23/11/2015 14:04,390,2941,2941
23/11/2015 14:07,421,1530,2244
23/11/2015 15:34,2051,67,1362
23/11/2015 15:35,2341831,1216,1221
23/11/2015 15:35,914,1216,1221
23/11/2015 15:35,1166,1216,1221
23/11/2015 14:59,3130,2020,2021
23/11/2015 14:31,5072,1763,6954
23/11/2015 14:31,61,1763,6954
23/11/2015 14:33,1881,772,869
23/11/2015 15:03,2777,771,772
23/11/2015 15:17,2880,632,8878
23/11/2015 15:17,2859,632,8878
23/11/2015 15:17,2872,632,8878
23/11/2015 14:48,2766,2082,2209
23/11/2015 14:54,3139,504,505
23/11/2015 14:54,2859226,504,505
23/11/2015 15:25,2247,2626,2626
23/11/2015 15:27,1773,1346,1347
23/11/2015 16:12,2868,353,2238
23/11/2015 16:13,414,1510,3044
23/11/2015 15:50,1572,378,378
23/11/2015 16:22,839,210,3662
23/11/2015 16:24,1003,1049,1049
23/11/2015 16:32,1230,2233,4336
23/11/2015 16:32,9381,2233,4336
23/11/2015 16:32,965,2233,4336
23/11/2015 16:33,705,667,1850
23/11/2015 16:09,6,4870,4871
23/11/2015 16:09,17,4870,4871
23/11/2015 16:09,6,4870,4871
23/11/2015 16:09,6,4870,4871
23/11/2015 16:09,6,4870,4871
23/11/2015 17:58,845,7065,7068
23/11/2015 17:58,115,7065,7068
23/11/2015 17:58,301,7065,7068
23/11/2015 17:58,625,7065,7068
23/11/2015 17:58,225,7065,7068
23/11/2015 17:58,23,7065,7068
23/11/2015 17:58,83,7065,7068
23/11/2015 17:58,89,7065,7068
23/11/2015 17:58,96,7065,7068
23/11/2015 17:58,359,7065,7068
23/11/2015 17:58,200,7065,7068
23/11/2015 17:58,923,7065,7068
23/11/2015 17:58,91,7065,7068
23/11/2015 17:58,4184,7065,7068
23/11/2015 17:58,4044,7065,7068
23/11/2015 17:58,462,7065,7068
23/11/2015 17:58,132,7065,7068
23/11/2015 17:58,69,7065,7068
23/11/2015 17:58,191,7065,7068
23/11/2015 17:58,635,7065,7068
23/11/2015 17:58,289,7065,7068
23/11/2015 17:58,177,7065,7068
23/11/2015 17:58,4176,7065,7068
23/11/2015 17:58,4193,7065,7068
23/11/2015 17:27,822,792,792
23/11/2015 17:34,4289,34,34
26/11/2015 10:24,1636,1562,2803
25/11/2015 10:17,1278495,1443,2528
25/11/2015 10:17,74,1443,2528
25/11/2015 10:18,101,2558,2569
25/11/2015 10:09,70,1640,1640
26/11/2015 10:51,3108,1202,3333
25/11/2015 11:02,544,77,11004
25/11/2015 11:02,655,77,11004
25/11/2015 11:05,279,4034,4924
25/11/2015 11:05,272,4034,4924
25/11/2015 11:07,819,898,899
25/11/2015 10:37,1207,22,23
25/11/2015 10:38,664,2027,2028
25/11/2015 11:09,811,205,205
25/11/2015 11:13,107,46,46
25/11/2015 11:15,72584,40,41
25/11/2015 11:15,76956,40,41
25/11/2015 10:48,183,1094,1106
25/11/2015 11:24,24,1040,2770
25/11/2015 12:48,75,1880,1881
25/11/2015 12:12,418,2185,2781
25/11/2015 12:19,68473,491,1349
25/11/2015 12:19,807,491,1349
25/11/2015 12:19,40,1659,1659
25/11/2015 12:19,61,1659,1659
25/11/2015 11:53,35,224,224
25/11/2015 11:57,120,1261,1262
25/11/2015 11:59,66,1424,1817
25/11/2015 11:59,54,1424,1817
25/11/2015 12:34,871,2003,3286
25/11/2015 13:29,1467,288,6471
25/11/2015 13:05,487,1238,1238
25/11/2015 13:52,2769,151,151
25/11/2015 13:52,94490,151,151
25/11/2015 13:52,96437,151,151
25/11/2015 13:52,57,151,151
25/11/2015 15:17,313,595,9972
25/11/2015 14:43,584,159,3901
25/11/2015 14:51,64,1455,2136
25/11/2015 16:21,38,9,6124
25/11/2015 16:23,172287,1975,5959
25/11/2015 16:23,71,1975,5959
25/11/2015 15:50,42,1099,1099
25/11/2015 15:51,2560,78,79
25/11/2015 15:24,30,6142,6142
25/11/2015 15:25,2438,173,173
25/11/2015 15:28,312,618,1678
25/11/2015 15:28,494,1085,9310
25/11/2015 15:39,178,399,6489
25/11/2015 15:39,200,399,6489
25/11/2015 17:39,3733,1395,1395
25/11/2015 17:03,2013,192,196
25/11/2015 17:11,2068,998,3121
25/11/2015 17:13,560,67,68
25/11/2015 16:44,1713,143,143
25/11/2015 16:55,1398,534,4034
25/11/2015 16:58,114,811,811
25/11/2015 16:58,77,811,811
25/11/2015 16:58,99,811,811
24/11/2015 11:02,500,1451,3096
24/11/2015 11:02,1274,1451,3096
24/11/2015 11:04,621,1673,6601
24/11/2015 10:01,188,3795,3837
24/11/2015 10:01,21161592,3795,3837
24/11/2015 10:42,731,2463,4224
26/11/2015 10:07,772,2043,2060
24/11/2015 10:19,1042,864,865
24/11/2015 10:56,596303,948,27307
24/11/2015 10:56,1079,948,27307
24/11/2015 10:30,95,1629,4002
24/11/2015 12:14,1702,476,2369
25/11/2015 20:04,117532,280,280
25/11/2015 20:04,116125,280,280
25/11/2015 20:04,134,280,280
25/11/2015 20:10,115705,111,111
25/11/2015 20:10,217,111,111
24/11/2015 12:24,2231,984,1803
24/11/2015 11:46,2196,90,3122
24/11/2015 11:20,1255,1760,4912
24/11/2015 11:20,8,1760,4912
26/11/2015 10:08,3089476,2810,2811
26/11/2015 10:08,727,2810,2811
26/11/2015 10:08,715,2810,2811
26/11/2015 10:08,694,2810,2811
26/11/2015 10:08,706,2810,2811
26/11/2015 10:08,120,2810,2811
24/11/2015 11:27,1473,1665,5214
24/11/2015 11:59,59,833,3273
24/11/2015 12:09,2420502,1724,7422
24/11/2015 12:09,683545,1724,7422
24/11/2015 12:09,1570,1724,7422
24/11/2015 11:43,142,931,932
26/11/2015 11:59,98,3118,3118
26/11/2015 10:58,989,508,508
26/11/2015 10:58,1848,508,508
26/11/2015 11:02,126,5698,5699
26/11/2015 11:02,134,5698,5699
26/11/2015 11:07,37,2578,5220
26/11/2015 11:06,11,390,391
26/11/2015 11:13,481,2769,4687
26/11/2015 11:15,110,3694,3695
26/11/2015 11:15,137,3694,3695
26/11/2015 11:15,99,3694,3695
26/11/2015 11:47,32,657,657
26/11/2015 13:09,80296,2375,2376
26/11/2015 13:09,1449,2375,2376
26/11/2015 13:15,264,144,2687
26/11/2015 12:37,365,5180,5198
26/11/2015 12:41,45,1652,1653
26/11/2015 12:41,83,1652,1653
26/11/2015 14:30,741,232,791
26/11/2015 14:02,200,1663,4866
26/11/2015 14:02,191,1663,4866
26/11/2015 14:02,1495,1663,4866
26/11/2015 14:02,167220,2557,2557
26/11/2015 14:02,171338,2557,2557
26/11/2015 14:02,51,2557,2557
26/11/2015 14:02,43,2557,2557
26/11/2015 14:14,18,4,9669
26/11/2015 14:14,829,4,9669
26/11/2015 14:14,9,4,9669
26/11/2015 15:33,975,61,65
26/11/2015 15:34,17,130,3584
26/11/2015 14:38,216,547,1882
26/11/2015 15:09,574,1410,1410
26/11/2015 15:08,172420,4,6434
26/11/2015 15:08,983,4,6434
26/11/2015 15:08,989,4,6434
26/11/2015 15:08,972,4,6434
26/11/2015 15:08,839,2791,6535
26/11/2015 14:46,60,1190,1190
26/11/2015 14:46,83,1190,1190
26/11/2015 14:49,53,1039,1039
26/11/2015 15:23,5039,36,37
26/11/2015 14:59,151,203,5739
26/11/2015 14:59,133,203,5739
26/11/2015 14:59,118,203,5739
26/11/2015 14:59,169,203,5739
26/11/2015 15:32,1842,107,108
26/11/2015 16:53,1931,258,419
26/11/2015 15:54,25,1608,7250
26/11/2015 16:37,1187,202,202
26/11/2015 16:14,626,1354,1355
26/11/2015 17:38,386,999,1000
27/11/2015 11:06,2505,1189,1189
27/11/2015 11:06,2535,2457,2458
27/11/2015 10:09,303,2181,2181
27/11/2015 10:46,70240,3389,7491
27/11/2015 10:46,2109,3389,7491
27/11/2015 10:46,2021,3389,7491
27/11/2015 10:46,770,3389,7491
27/11/2015 10:46,646,3389,7491
27/11/2015 10:48,1599,882,3557
27/11/2015 12:27,127,166,166
27/11/2015 11:49,2382,50,50
27/11/2015 12:30,142,1461,1462
27/11/2015 11:28,1634,879,2344
27/11/2015 12:08,3374,490,2780
27/11/2015 11:42,3844,1830,1831
27/11/2015 11:42,1578,1830,1831
27/11/2015 11:44,2454,1420,1421
27/11/2015 12:16,245,766,767
27/11/2015 13:34,161,484,1426
27/11/2015 13:06,509,289,1154
27/11/2015 13:18,64,362,362
27/11/2015 13:19,41,229,230
27/11/2015 12:52,266,1563,1564
27/11/2015 12:57,24,100,2756
27/11/2015 13:49,19,576,577
27/11/2015 13:49,7922,576,577
02/12/2015 11:00,1320,1767,5129
02/12/2015 11:00,1940,1767,5129
02/12/2015 11:00,1838,1767,5129
02/12/2015 10:20,1260,752,753
02/12/2015 10:27,1173,1902,27870
02/12/2015 10:27,65613,1902,27870
02/12/2015 10:00,398,3019,15989
02/12/2015 10:00,412,3019,15989
02/12/2015 10:00,15,3019,15989
02/12/2015 10:01,418,1479,1480
02/12/2015 10:33,1791,2916,27518
02/12/2015 10:03,573,941,29283
02/12/2015 10:41,1908,3192,13494
02/12/2015 10:48,36,990,2202
02/12/2015 10:48,1282,990,2202
02/12/2015 12:12,1535,637,637
02/12/2015 11:44,1985,195,1325
02/12/2015 11:44,1994,195,1325
02/12/2015 11:57,763,2067,2068
02/12/2015 11:57,787,2067,2068
02/12/2015 11:30,3475,1384,1384
02/12/2015 11:31,2155,1145,1146
02/12/2015 13:15,3021,4201,4201
02/12/2015 13:15,2743,4201,4201
02/12/2015 13:15,2701,4201,4201
02/12/2015 13:15,2435,4201,4201
02/12/2015 13:15,1616,4201,4201
02/12/2015 13:15,1141,4201,4201
02/12/2015 12:51,1893,1319,1320
02/12/2015 12:51,1702,778,19206
02/12/2015 12:26,1293,1466,1466
02/12/2015 12:31,1484,1156,1156
02/12/2015 12:31,1480,1156,1156
02/12/2015 12:32,804,1863,1863
02/12/2015 14:33,1748,178,2197
02/12/2015 14:02,3385,2181,2182
02/12/2015 14:05,1381,3159,3160
02/12/2015 14:16,1371,174,3054
02/12/2015 14:16,1356,174,3054
02/12/2015 14:40,4604,2519,2520
02/12/2015 13:53,4332,146,462
02/12/2015 15:42,4653,376,376
02/12/2015 15:49,4485,1547,8690
02/12/2015 15:53,7805,2937,2938
02/12/2015 15:28,5631,1130,1130
02/12/2015 15:01,3187,1458,1459
02/12/2015 17:07,5610,534,534
02/12/2015 16:59,7647,410,410
02/12/2015 16:42,7334,925,925
02/12/2015 16:15,5779,827,7036
02/12/2015 16:15,11,827,7036
02/12/2015 16:49,7117,1501,5072
02/12/2015 17:07,81,421,422
02/12/2015 17:07,97,421,422
02/12/2015 17:44,5444,738,738
02/12/2015 17:15,4595,1706,1706
02/12/2015 17:57,6065,836,837
01/12/2015 10:28,17612438,9405,9405
01/12/2015 10:28,131,9405,9405
01/12/2015 10:28,53,9405,9405
01/12/2015 10:28,594287,9405,9405
01/12/2015 10:28,87,9405,9405
01/12/2015 10:28,154,9405,9405
01/12/2015 10:28,31,9405,9405
01/12/2015 10:28,1745,9405,9405
01/12/2015 10:28,1334,9405,9405
01/12/2015 10:28,63,9405,9405
01/12/2015 10:28,161,9405,9405
01/12/2015 10:28,36,9405,9405
01/12/2015 10:28,26,9405,9405
01/12/2015 10:28,93,9405,9405
01/12/2015 10:28,47,9405,9405
01/12/2015 10:28,174,9405,9405
01/12/2015 10:28,103,9405,9405
01/12/2015 10:28,54,9405,9405
01/12/2015 10:28,92,9405,9405
01/12/2015 10:28,78,9405,9405
01/12/2015 10:28,10,9405,9405
01/12/2015 10:28,24,9405,9405
01/12/2015 10:28,66,9405,9405
01/12/2015 10:01,14514029,778,778
01/12/2015 10:01,10084419,778,778
01/12/2015 10:01,570,778,778
01/12/2015 10:07,921,2795,9354
01/12/2015 10:17,1549,2700,6951
01/12/2015 10:20,71,4508,5790
01/12/2015 11:37,627,2130,2130
01/12/2015 11:16,727,102,102
01/12/2015 11:18,111,1361,1361
01/12/2015 11:49,1075,468,2383
01/12/2015 10:53,569,1356,12047
01/12/2015 10:53,262,1356,12047
01/12/2015 11:02,368,1562,1563
01/12/2015 11:32,87512,263,13384
01/12/2015 11:32,802,263,13384
01/12/2015 11:06,315,1354,7514
01/12/2015 12:52,1521,1739,1740
01/12/2015 12:53,737,902,902
01/12/2015 11:56,1413,2753,2754
01/12/2015 12:32,1069,2404,6807
01/12/2015 12:13,1536,2316,5194
01/12/2015 14:09,47,603,604
01/12/2015 14:09,8467,603,604
01/12/2015 13:11,5950,690,690
01/12/2015 13:11,1785,690,690
01/12/2015 13:50,2933,121,428
01/12/2015 13:58,92,90,5464
01/12/2015 15:18,1815075,423,9963
01/12/2015 15:18,709746,423,9963
01/12/2015 15:18,931,423,9963
01/12/2015 15:18,922,423,9963
01/12/2015 15:18,962,423,9963
01/12/2015 15:21,3717,1011,1011
01/12/2015 14:21,5992,2912,2913
01/12/2015 14:22,2950,90,91
01/12/2015 15:00,4985,852,852
01/12/2015 14:32,5720,720,4644
01/12/2015 14:32,16376,720,4644
01/12/2015 14:31,39,721,865
01/12/2015 14:31,96,721,865
01/12/2015 15:10,4324,25,26
01/12/2015 14:44,4091,890,1800
01/12/2015 15:15,5568,756,756
01/12/2015 16:32,14542968,447,447
01/12/2015 16:32,14595856,447,447
01/12/2015 16:32,24906915,447,447
01/12/2015 16:32,24905070,447,447
01/12/2015 16:32,6800,447,447
01/12/2015 16:32,25511310,447,447
01/12/2015 16:32,3464171,2548,2573
01/12/2015 16:32,441852,2548,2573
01/12/2015 16:32,9426,2548,2573
01/12/2015 16:32,1109,2548,2573
01/12/2015 16:32,704,2548,2573
01/12/2015 16:32,9423,2548,2573
01/12/2015 16:32,9501,2548,2573
01/12/2015 16:32,9430,2548,2573
01/12/2015 16:32,1067,2548,2573
01/12/2015 16:32,9445,2548,2573
01/12/2015 16:32,9421,2548,2573
01/12/2015 16:32,9474,2548,2573
01/12/2015 16:32,9451,2548,2573
01/12/2015 16:32,9478,2548,2573
01/12/2015 16:32,949,2548,2573
01/12/2015 16:32,9437,2548,2573
01/12/2015 16:32,1045,2548,2573
01/12/2015 16:32,416,2548,2573
01/12/2015 16:40,1250,4902,4902
01/12/2015 16:42,5523,2533,2534
01/12/2015 16:00,5255,25,25
01/12/2015 16:00,5213,25,25
01/12/2015 16:00,5229,25,25
01/12/2015 15:32,4280,3278,3278
01/12/2015 16:01,5304,14,14
01/12/2015 16:01,5268,14,14
01/12/2015 15:37,14521905,57,57
01/12/2015 15:37,14518716,57,57
01/12/2015 15:37,1641998,57,57
01/12/2015 15:37,4397,57,57
01/12/2015 15:37,4488,57,57
01/12/2015 15:37,4341,57,57
01/12/2015 15:37,4309,57,57
01/12/2015 15:37,4533,57,57
01/12/2015 15:37,4281,57,57
01/12/2015 15:37,4630,57,57
01/12/2015 15:37,4460,57,57
01/12/2015 15:37,4419,57,57
01/12/2015 15:37,4376,57,57
01/12/2015 15:37,4255,57,57
01/12/2015 15:37,4563,57,57
01/12/2015 15:37,4439,57,57
01/12/2015 15:37,4510,57,57
01/12/2015 15:37,4599,57,57
01/12/2015 16:07,9921,1264,1265
01/12/2015 16:07,423,1264,1265
01/12/2015 16:42,4178,1157,6096
01/12/2015 16:42,3226,1157,6096
01/12/2015 16:13,5291,664,664
01/12/2015 16:13,5252,664,664
01/12/2015 16:13,5213,664,664
01/12/2015 16:13,5140,664,664
01/12/2015 16:13,5196,664,664
01/12/2015 15:45,2795,147,8505
01/12/2015 15:50,4551,238689,238690
01/12/2015 15:51,5570,78,79
01/12/2015 15:51,5601,78,79
01/12/2015 15:51,5519,78,79
01/12/2015 15:51,5594,78,79
01/12/2015 15:51,5618,78,79
01/12/2015 15:51,5585,78,79
01/12/2015 15:53,5090,43,43
01/12/2015 15:53,5194,43,43
01/12/2015 15:53,5111,43,43
01/12/2015 15:53,5139,43,43
01/12/2015 15:53,5172,43,43
01/12/2015 15:57,5185,24,25
01/12/2015 15:57,5248,24,25
01/12/2015 15:57,5212,24,25
01/12/2015 15:58,5179,18,18
01/12/2015 15:58,5249,18,18
01/12/2015 15:58,5215,18,18
30/11/2015 10:07,326,2094,2094
01/12/2015 17:16,14312,62,63
01/12/2015 17:16,14329,62,63
01/12/2015 17:16,9729,62,63
01/12/2015 17:16,9683,62,63
01/12/2015 17:16,9274,62,63
01/12/2015 17:16,9379,62,63
01/12/2015 17:16,13756,62,63
01/12/2015 17:16,8701,62,63
01/12/2015 17:16,8496373,62,63
01/12/2015 17:16,8679,62,63
01/12/2015 17:16,10040,62,63
01/12/2015 17:16,1046332,62,63
01/12/2015 17:16,15373,62,63
01/12/2015 17:16,12197,62,63
01/12/2015 17:16,9204,62,63
01/12/2015 17:16,8722,62,63
01/12/2015 17:16,8592,62,63
01/12/2015 17:16,9518,62,63
01/12/2015 17:16,9314,62,63
01/12/2015 17:16,8643,62,63
01/12/2015 17:16,8607,62,63
01/12/2015 17:16,8567,62,63
01/12/2015 17:16,8832,62,63
01/12/2015 17:16,9732,62,63
01/12/2015 17:16,9134,62,63
01/12/2015 17:16,8631,62,63
01/12/2015 17:16,9665,62,63
01/12/2015 17:16,9294,62,63
01/12/2015 17:16,9239,62,63
01/12/2015 17:16,9762,62,63
01/12/2015 17:16,9364,62,63
01/12/2015 17:16,9162,62,63
01/12/2015 17:16,9410,62,63
01/12/2015 17:28,6246,488,488
01/12/2015 17:28,3085,488,488
30/11/2015 11:14,497,52,5920
30/11/2015 11:16,96,572,572
01/12/2015 18:07,3978,86,87
30/11/2015 11:02,1571,636,6653
01/12/2015 18:19,24,2372,2372
30/11/2015 11:04,3524,66,67
30/11/2015 11:06,1445,1628,23380
30/11/2015 11:06,502443,1628,23380
30/11/2015 11:50,40,1170,1170
30/11/2015 12:49,2899,129,18549
30/11/2015 12:56,9,105,105
30/11/2015 12:56,113,427,18136
01/12/2015 21:13,10,720,720
01/12/2015 21:13,8,720,720
01/12/2015 21:13,29,720,720
01/12/2015 21:13,80,720,720
01/12/2015 21:13,11,720,720
01/12/2015 21:13,19,720,720
30/11/2015 13:05,513545,505,17578
30/11/2015 13:05,1391,505,17578
30/11/2015 13:05,1665,505,17578
30/11/2015 14:27,232,6245,12703
30/11/2015 14:03,283,1214,1214
30/11/2015 14:13,18,1842,1842
30/11/2015 14:46,495,3587,3587
30/11/2015 14:46,476,3587,3587
30/11/2015 16:07,1468,3853,6634
30/11/2015 16:08,12,9106,9106
30/11/2015 16:08,8,9106,9106
30/11/2015 16:08,6,9106,9106
30/11/2015 16:08,7,9106,9106
30/11/2015 16:08,13,9106,9106
30/11/2015 16:11,79,639,688
30/11/2015 17:16,9,63,2510
30/11/2015 16:23,13,1,NULL
30/11/2015 17:11,5810,41,2772
30/11/2015 17:11,346832,41,2772
04/12/2015 10:32,1758,2145,2145
04/12/2015 10:05,60825,930,931
04/12/2015 10:05,238,930,931
04/12/2015 10:05,155094,930,931
04/12/2015 10:09,448,2640,2641
04/12/2015 10:09,85134,2640,2641
04/12/2015 10:09,448,2640,2641
04/12/2015 10:22,1184,565,565
04/12/2015 10:22,1175,565,565
04/12/2015 10:22,85932,565,565
04/12/2015 11:44,3441,1494,1494
04/12/2015 10:54,3065,818,818
04/12/2015 11:26,4274,1412,5382
04/12/2015 11:26,4261,1412,5382
04/12/2015 11:53,3980,1092,1093
04/12/2015 11:27,3111,964,964
04/12/2015 11:08,154249,1129,6468
04/12/2015 11:08,1141,1129,6468
04/12/2015 11:08,153187,1129,6468
04/12/2015 11:08,3227,1129,6468
04/12/2015 11:08,2263,1129,6468
04/12/2015 11:08,3214,1018,1021
04/12/2015 12:25,4781,349,350
04/12/2015 12:31,4961,588,589
04/12/2015 12:09,156873,409,409
04/12/2015 12:09,4818,409,409
04/12/2015 12:41,5193,175,175
04/12/2015 12:41,5196,175,175
04/12/2015 12:41,5228,25,26
04/12/2015 12:41,168444,25,26
04/12/2015 12:13,4867,1487,1487
04/12/2015 12:13,43,1487,1487
04/12/2015 12:42,4812,212,773
04/12/2015 12:44,3275734,105,105
04/12/2015 12:44,75539,105,105
04/12/2015 12:44,3383,105,105
04/12/2015 12:16,10352013,474,474
04/12/2015 12:16,7,474,474
04/12/2015 12:16,4922,474,474
04/12/2015 12:46,2152,450,451
04/12/2015 12:46,3354,540,541
04/12/2015 12:46,86213,540,541
03/12/2015 10:06,196,2605,2606
03/12/2015 10:06,61303,2605,2606
03/12/2015 10:06,172,1414,1415
03/12/2015 11:19,1217,1102,1420
03/12/2015 11:19,1185,1102,1420
03/12/2015 10:53,150162,2399,2399
03/12/2015 10:53,2844,2399,2399
03/12/2015 10:53,2769,2282,3792
03/12/2015 10:30,1608,1346,1346
03/12/2015 12:34,4162,88,88
03/12/2015 12:36,4033,3311,77353
03/12/2015 12:36,69551,3311,77353
03/12/2015 12:37,76463,982,77238
03/12/2015 12:37,6494,982,77238
03/12/2015 11:28,3767,1131,1132
03/12/2015 11:59,10265095,329,330
03/12/2015 11:59,776692,329,330
03/12/2015 11:59,4332,329,330
03/12/2015 11:59,3322,329,330
03/12/2015 11:59,4578,329,330
03/12/2015 11:59,3972,329,330
03/12/2015 11:59,85,329,330
03/12/2015 11:59,4589,329,330
03/12/2015 12:06,3619,910,3080
03/12/2015 11:49,4767,755,2046
03/12/2015 11:49,16,755,2046
03/12/2015 12:20,3905,662,78284
03/12/2015 12:20,3985,662,78284
03/12/2015 12:22,3787,3263,3263
03/12/2015 12:22,40,3263,3263
03/12/2015 12:22,3716207,3263,3263
03/12/2015 12:22,3716107,3263,3263
03/12/2015 13:17,6008,2203,2204
03/12/2015 12:57,5171,1394,6352
03/12/2015 13:32,5920,2165,2166
03/12/2015 13:32,73885,2165,2166
03/12/2015 13:38,3336,89,90
03/12/2015 14:56,3326,567,997
03/12/2015 15:03,4462,1137,1143
03/12/2015 14:02,5298,2256,2257
03/12/2015 14:05,5244,3437,3437
03/12/2015 14:05,67,3437,3437
03/12/2015 14:06,2624,250,2598
03/12/2015 14:09,672,1826,1827
03/12/2015 14:09,668,1826,1827
03/12/2015 14:42,5379,2710,11912
03/12/2015 14:14,261,1029,11008
03/12/2015 14:14,254,1029,11008
03/12/2015 14:14,2175,1029,11008
03/12/2015 16:20,92043,2779,2779
03/12/2015 16:20,622,2779,2779
03/12/2015 16:20,554,2779,2779
03/12/2015 16:20,4055,2779,2779
03/12/2015 16:12,3503,1723,1724
03/12/2015 16:12,1328,349,4021
03/12/2015 16:12,1338,349,4021
03/12/2015 16:12,6423,349,4021
03/12/2015 16:12,6434,349,4021
03/12/2015 15:14,3736,573,67864
03/12/2015 15:45,3745,1498,1498
03/12/2015 15:23,17,1133,1133
03/12/2015 15:23,4750,8,9
03/12/2015 15:53,3464,1559,1581
03/12/2015 15:53,4330,1559,1581
03/12/2015 15:53,3893,1559,1581
03/12/2015 15:57,2880,54,55
03/12/2015 15:29,4572,1415,1415
03/12/2015 15:29,4629,1415,1415
03/12/2015 15:29,4594,1415,1415
03/12/2015 15:29,4561,1415,1415
03/12/2015 17:21,3911,1325,1326
03/12/2015 17:23,2752,109,109
03/12/2015 17:05,4568,1598,1599
03/12/2015 17:05,4607,1598,1599
03/12/2015 17:06,3761,839,839
03/12/2015 17:43,4260,586,586
03/12/2015 17:53,4631,428,428
05/12/2015 10:01,33,10588,10589
05/12/2015 10:01,10,10588,10589
05/12/2015 10:01,16,10588,10589
05/12/2015 10:01,15,10588,10589
05/12/2015 10:01,6,10588,10589
05/12/2015 10:01,50,10588,10589
05/12/2015 10:01,7,10588,10589
27/02/2015 10:05,110,22,7061
27/02/2015 11:01,104,1866,3715
27/02/2015 11:01,1385882,1385,2355
27/02/2015 11:01,954145,1385,2355
27/02/2015 11:01,60,1385,2355
27/02/2015 11:01,2491198,1385,2355
27/02/2015 11:32,1649,1808,1809
27/02/2015 11:44,824,2632,4829
27/02/2015 11:44,812,2632,4829
27/02/2015 11:21,1244,924,1328
27/02/2015 12:06,620,762,3452
27/02/2015 12:48,51,909,909
27/02/2015 12:37,49,1641,1642
05/03/2015 10:09,1124,1034,9226
05/03/2015 10:09,1110,1034,9226
05/03/2015 12:10,31,800,800
05/03/2015 11:41,460,638,8559
05/03/2015 11:55,75,2220,3379
05/03/2015 11:55,104,2220,3379
05/03/2015 11:33,1336,41,41
05/03/2015 12:25,3114478,1143,1838
05/03/2015 12:25,1981564,1143,1838
05/03/2015 12:25,1981563,1143,1838
05/03/2015 12:25,3097909,1143,1838
05/03/2015 12:25,3117935,1143,1838
05/03/2015 12:25,2082106,1143,1838
05/03/2015 12:25,3117361,1143,1838
05/03/2015 12:25,2082137,1143,1838
